strain	accession	subtype	date	host	country	region	species	broad	order
A/swine/Hong_Kong/508/2013	ON850442	H3N2	2013-01-17	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/5198/2014	ON850450	H3N2	2014-12-04	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/4995/2015	ON850386	H3N2	2015-11-19	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/5304/2014	ON850458	H3N2	2014-12-04	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/5571/2014	ON850474	H3N2	2014-12-18	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/689/2014	ON850482	H3N2	2014-02-06	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/728/2014	ON850500	H3N2	2014-02-06	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/753/2016	ON850508	H3N2	2016-02-04	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/760/2014	ON850516	H3N2	2014-02-20	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/82/2016	ON850524	H3N2	2016-01-07	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/938/2016	ON850532	H3N2	2016-02-18	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS12/2016	ON850540	H3N2	2016-01-07	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/5333/2015	ON850466	H3N2	2015-12-03	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/3283/2015	ON850090	H3N2	2015-07-16	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/3174/2013	ON850082	H3N2	2013-07-18	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/1029/2016	ON849798	H3N2	2016-02-18	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/107/2016	ON849806	H3N2	2016-01-07	Swine	Hong Kong	China	Swine	swine	Swine
A/muscovy_duck/Viet_Nam/HN-2227/2015	MK943075	H3N8	2015-01-12	Avian	Vietnam	Southeast Asia	Muscovy Duck	duck	Anseriformes
A/canine/China/Shanghai-0315-2019/2019	MK905519	H3N2	2019-03-08	Canine	China	China	Canine	canine	Canine
A/swine/Hong_Kong/114/2016	ON849814	H3N2	2016-01-07	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/115/2016	ON849822	H3N2	2016-01-07	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/1158/2014	ON849830	H3N2	2014-03-06	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/1265/2014	ON849838	H3N2	2014-03-20	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/1002/2016	ON849790	H3N2	2016-02-18	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/NS3575/2016	ON849774	H3N2	2016-09-07	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/3677/2016	ON849782	H3N2	2016-09-07	Swine	Hong Kong	China	Swine	swine	Swine
A/muscovy_duck/Viet_Nam/HN-1740/2014	MK965022	H3N8	2014-09-09	Avian	Vietnam	Southeast Asia	Muscovy Duck	duck	Anseriformes
A/muscovy_duck/Viet_Nam/HN-1736/2014	MK964990	H3N8	2014-09-09	Avian	Vietnam	Southeast Asia	Muscovy Duck	duck	Anseriformes
A/swine/Hong_Kong/2732/2014	ON849986	H3N2	2014-07-03	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/2746/2013	ON849994	H3N2	2013-07-04	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/2757/2014	ON850002	H3N2	2014-07-03	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/2789/2013	ON850010	H3N2	2013-07-04	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/2795/2013	ON850018	H3N2	2013-07-04	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/2796/2013	ON850026	H3N2	2013-07-04	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/2801/2014	ON850034	H3N2	2014-07-03	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/2820/2015	ON850042	H3N2	2015-06-18	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/2821/2015	ON850050	H3N2	2015-06-18	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/2904/2013	ON850058	H3N2	2013-07-04	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/3015/2013	ON850066	H3N2	2013-07-18	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/3094/2015	ON850074	H3N2	2015-07-02	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/246/2016	ON849978	H3N2	2016-01-07	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/1327/2013	ON849846	H3N2	2013-03-21	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/1331/2013	ON849854	H3N2	2013-03-21	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/1424/2013	ON849882	H3N2	2013-04-11	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/1514/2013	ON849890	H3N2	2013-04-11	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/171/2016	ON849898	H3N2	2016-01-07	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/1867/2015	ON849906	H3N2	2015-04-23	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/1870/2015	ON849914	H3N2	2015-04-23	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/1899/2015	ON849922	H3N2	2015-04-23	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/2021/2014	ON849930	H3N2	2014-03-22	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/2023/2014	ON849938	H3N2	2014-03-22	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/2135/2015	ON849946	H3N2	2015-05-07	Swine	Hong Kong	China	Swine	swine	Swine
A/swine/Hong_Kong/2308/2014	ON849954	H3N2	2014-06-05	Swine	Hong Kong	China	Swine	swine	Swine
